,train,val,test
60,a195bb3e-357f-11eb-820b-001a7dda7111,a196a55e-357f-11eb-8adc-001a7dda7111,a19545fa-357f-11eb-96de-001a7dda7111
61,a197b6c1-357f-11eb-921c-001a7dda7111,a1982c95-357f-11eb-a2ad-001a7dda7111,a196cc81-357f-11eb-878a-001a7dda7111
62,a197de12-357f-11eb-80d2-001a7dda7111,a1982c0a-357f-11eb-bff8-001a7dda7111,a1982cbe-357f-11eb-857a-001a7dda7111
63,a19656f7-357f-11eb-994c-001a7dda7111,a195e1df-357f-11eb-a578-001a7dda7111,a1951efd-357f-11eb-ac28-001a7dda7111
64,a198052c-357f-11eb-b975-001a7dda7111,a19805a8-357f-11eb-a95f-001a7dda7111,a196a54c-357f-11eb-b284-001a7dda7111
65,a196a5c6-357f-11eb-a1d8-001a7dda7111,a195bb44-357f-11eb-b1e1-001a7dda7111,a1951ea3-357f-11eb-8af2-001a7dda7111
66,a195e255-357f-11eb-aed1-001a7dda7111,a1951eaa-357f-11eb-8086-001a7dda7111,a1960968-357f-11eb-b931-001a7dda7111
67,a1982c79-357f-11eb-af7c-001a7dda7111,a1960949-357f-11eb-8e9f-001a7dda7111,a196570d-357f-11eb-a851-001a7dda7111
68,a197b70b-357f-11eb-8738-001a7dda7111,a1959431-357f-11eb-a44e-001a7dda7111,a19657c9-357f-11eb-b8f8-001a7dda7111
69,a1982c57-357f-11eb-b9f3-001a7dda7111,a19656fc-357f-11eb-ac82-001a7dda7111,a196a5a7-357f-11eb-841f-001a7dda7111
70,a19656f6-357f-11eb-968c-001a7dda7111,a1982c25-357f-11eb-85c9-001a7dda7111,a197b6a7-357f-11eb-bd07-001a7dda7111
71,a1967e47-357f-11eb-9153-001a7dda7111,a1959430-357f-11eb-a247-001a7dda7111,a197dde2-357f-11eb-aa67-001a7dda7111
72,a196099b-357f-11eb-8cf7-001a7dda7111,a197687f-357f-11eb-82e0-001a7dda7111,a19804d0-357f-11eb-8780-001a7dda7111
73,a1982c5a-357f-11eb-b2e8-001a7dda7111,a1963014-357f-11eb-95f2-001a7dda7111,a1982c19-357f-11eb-b102-001a7dda7111
74,a196573d-357f-11eb-8282-001a7dda7111,a197b710-357f-11eb-92df-001a7dda7111,a195baf5-357f-11eb-9e7a-001a7dda7111
75,a196091b-357f-11eb-ad04-001a7dda7111,a1982c65-357f-11eb-8043-001a7dda7111,a195e218-357f-11eb-907e-001a7dda7111
76,a195943f-357f-11eb-bfb8-001a7dda7111,a195e250-357f-11eb-94fc-001a7dda7111,a198057e-357f-11eb-9864-001a7dda7111
77,a1982c18-357f-11eb-8053-001a7dda7111,a1982ca2-357f-11eb-9c51-001a7dda7111,a197de0c-357f-11eb-a2b8-001a7dda7111
78,a195bb32-357f-11eb-b275-001a7dda7111,a1967e7a-357f-11eb-a1b7-001a7dda7111,a195e210-357f-11eb-92a3-001a7dda7111
79,a19657c8-357f-11eb-83d2-001a7dda7111,a1982c1e-357f-11eb-b208-001a7dda7111,a1951e91-357f-11eb-b9dd-001a7dda7111
80,a1980556-357f-11eb-b9de-001a7dda7111,a1963036-357f-11eb-baa0-001a7dda7111,a1980515-357f-11eb-937d-001a7dda7111
81,a1982c4d-357f-11eb-86e1-001a7dda7111,a194f782-357f-11eb-b41e-001a7dda7111,a195bb4a-357f-11eb-adce-001a7dda7111
82,a19852f6-357f-11eb-be05-001a7dda7111,a195e234-357f-11eb-971f-001a7dda7111,a195e1ef-357f-11eb-b7e2-001a7dda7111
83,a1971a98-357f-11eb-9923-001a7dda7111,a1963044-357f-11eb-b15e-001a7dda7111,a1951e95-357f-11eb-bfa9-001a7dda7111
84,a195e20c-357f-11eb-a759-001a7dda7111,a195bb2b-357f-11eb-9fcc-001a7dda7111,a196a540-357f-11eb-aae6-001a7dda7111
85,a195bad6-357f-11eb-8742-001a7dda7111,a1980570-357f-11eb-b945-001a7dda7111,a196a560-357f-11eb-aa24-001a7dda7111
86,a195e263-357f-11eb-aa84-001a7dda7111,a1982cc8-357f-11eb-b4ef-001a7dda7111,a197b6d6-357f-11eb-96e4-001a7dda7111
87,a19657c5-357f-11eb-80ef-001a7dda7111,,a19545ad-357f-11eb-b9fd-001a7dda7111
88,a196a563-357f-11eb-9547-001a7dda7111,,a1956cda-357f-11eb-ba62-001a7dda7111
89,a197b700-357f-11eb-9b54-001a7dda7111,,a1951ed2-357f-11eb-be71-001a7dda7111
90,a1951f27-357f-11eb-9a65-001a7dda7111,,a1956ccd-357f-11eb-998b-001a7dda7111
91,a19741c9-357f-11eb-ada3-001a7dda7111,,a195e226-357f-11eb-815b-001a7dda7111
92,a19768b3-357f-11eb-b7d3-001a7dda7111,,
93,a195bb11-357f-11eb-b4f1-001a7dda7111,,
94,a1960970-357f-11eb-a5cc-001a7dda7111,,
95,a195e1d1-357f-11eb-8ab1-001a7dda7111,,
96,a195bade-357f-11eb-96cc-001a7dda7111,,
97,a19768bf-357f-11eb-bd14-001a7dda7111,,
98,a195459f-357f-11eb-8313-001a7dda7111,,
99,a196301b-357f-11eb-a1b2-001a7dda7111,,
100,a19805a2-357f-11eb-aa74-001a7dda7111,,
101,a19852f8-357f-11eb-8c26-001a7dda7111,,
102,a1951ede-357f-11eb-9766-001a7dda7111,,
103,a19805b8-357f-11eb-965e-001a7dda7111,,
104,a1960931-357f-11eb-abad-001a7dda7111,,
105,a1982c53-357f-11eb-a4f3-001a7dda7111,,
106,a19593ee-357f-11eb-a1ac-001a7dda7111,,
107,a1982cb4-357f-11eb-8b33-001a7dda7111,,
108,a196306c-357f-11eb-9ccf-001a7dda7111,,
109,a1974201-357f-11eb-a238-001a7dda7111,,
110,a1971aa4-357f-11eb-ac81-001a7dda7111,,
111,a195bb52-357f-11eb-93f8-001a7dda7111,,
112,a19609b7-357f-11eb-b0be-001a7dda7111,,
113,a1967e8f-357f-11eb-a881-001a7dda7111,,
114,a196f3a2-357f-11eb-bb13-001a7dda7111,,
115,a196cc4a-357f-11eb-9cee-001a7dda7111,,
116,a195e245-357f-11eb-9fd3-001a7dda7111,,
117,a1959427-357f-11eb-8e4e-001a7dda7111,,
118,a1967e6a-357f-11eb-94da-001a7dda7111,,
119,a1960981-357f-11eb-a860-001a7dda7111,,
120,a1956ce4-357f-11eb-9ca6-001a7dda7111,,
121,a197b6a4-357f-11eb-be5f-001a7dda7111,,
122,a196a546-357f-11eb-921e-001a7dda7111,,
123,a196f38b-357f-11eb-8cb2-001a7dda7111,,
124,a196572b-357f-11eb-a30c-001a7dda7111,,
125,a19545eb-357f-11eb-8eb7-001a7dda7111,,
126,a196571a-357f-11eb-899b-001a7dda7111,,
127,a196f388-357f-11eb-a3fa-001a7dda7111,,
128,a196cc70-357f-11eb-aba9-001a7dda7111,,
129,a1959422-357f-11eb-b8d5-001a7dda7111,,
130,a1978fc6-357f-11eb-8799-001a7dda7111,,
131,a195e1f5-357f-11eb-815e-001a7dda7111,,
132,a196f3af-357f-11eb-a1aa-001a7dda7111,,
133,a1982c46-357f-11eb-af02-001a7dda7111,,
134,a197de01-357f-11eb-bec4-001a7dda7111,,
135,a19768bd-357f-11eb-b613-001a7dda7111,,
136,a195e275-357f-11eb-906a-001a7dda7111,,
137,a1971ad3-357f-11eb-9412-001a7dda7111,,
138,a19608e8-357f-11eb-ac12-001a7dda7111,,
139,a19741d6-357f-11eb-9911-001a7dda7111,,
140,a1951f23-357f-11eb-bcf1-001a7dda7111,,
141,a196a54b-357f-11eb-82ed-001a7dda7111,,
142,a19545ec-357f-11eb-8af8-001a7dda7111,,
143,a196a552-357f-11eb-9468-001a7dda7111,,
144,a19545bf-357f-11eb-afb1-001a7dda7111,,
145,a1959440-357f-11eb-99c0-001a7dda7111,,
146,a196f3d0-357f-11eb-943f-001a7dda7111,,
147,a1978fe9-357f-11eb-99fd-001a7dda7111,,
148,a1956cac-357f-11eb-aee6-001a7dda7111,,
149,a196090c-357f-11eb-8d54-001a7dda7111,,
150,a19768a8-357f-11eb-8d68-001a7dda7111,,
151,a196098f-357f-11eb-b049-001a7dda7111,,
152,a19804d4-357f-11eb-80ac-001a7dda7111,,
153,a19804f9-357f-11eb-ad7e-001a7dda7111,,
154,a196f37e-357f-11eb-90f8-001a7dda7111,,
155,a1962fef-357f-11eb-8a18-001a7dda7111,,
156,a19805bb-357f-11eb-b3b5-001a7dda7111,,
157,a19545d3-357f-11eb-a997-001a7dda7111,,
158,a1982c67-357f-11eb-bef1-001a7dda7111,,
159,a1963015-357f-11eb-a1d3-001a7dda7111,,
160,a195bae0-357f-11eb-b35c-001a7dda7111,,
161,a1956cf3-357f-11eb-b68f-001a7dda7111,,
162,a195bb17-357f-11eb-a21d-001a7dda7111,,
163,a19741d4-357f-11eb-90e0-001a7dda7111,,
164,a1978fdf-357f-11eb-bfb6-001a7dda7111,,
165,a19805b4-357f-11eb-8a94-001a7dda7111,,
166,a196a590-357f-11eb-906b-001a7dda7111,,
167,a195bb35-357f-11eb-8ea2-001a7dda7111,,
168,a19593ce-357f-11eb-b8ef-001a7dda7111,,
169,a197ddb3-357f-11eb-b37a-001a7dda7111,,
170,a196095f-357f-11eb-a830-001a7dda7111,,
171,a1951ecd-357f-11eb-af94-001a7dda7111,,
172,a195bad4-357f-11eb-99ae-001a7dda7111,,
173,a1967e57-357f-11eb-b087-001a7dda7111,,
174,a1951f26-357f-11eb-869e-001a7dda7111,,
175,a1963048-357f-11eb-a46d-001a7dda7111,,
176,a197b6f4-357f-11eb-9919-001a7dda7111,,
177,a19593c2-357f-11eb-b9c0-001a7dda7111,,
178,a1960933-357f-11eb-9059-001a7dda7111,,
179,a1980528-357f-11eb-bf38-001a7dda7111,,
180,a19852e9-357f-11eb-92f6-001a7dda7111,,
181,a1963023-357f-11eb-9fb6-001a7dda7111,,
182,a1967e85-357f-11eb-a311-001a7dda7111,,
183,a19657ba-357f-11eb-9b1e-001a7dda7111,,
184,a1982c8e-357f-11eb-bf23-001a7dda7111,,
185,a194f783-357f-11eb-9ee2-001a7dda7111,,
186,a1954598-357f-11eb-998e-001a7dda7111,,
187,a1960932-357f-11eb-8252-001a7dda7111,,
188,a1980576-357f-11eb-95da-001a7dda7111,,
189,a196a548-357f-11eb-ab49-001a7dda7111,,
190,a196a568-357f-11eb-9e79-001a7dda7111,,
191,a19593e1-357f-11eb-ad0e-001a7dda7111,,
192,a1951eb2-357f-11eb-88a6-001a7dda7111,,
193,a1956cbc-357f-11eb-bfe1-001a7dda7111,,
194,a195e202-357f-11eb-b1aa-001a7dda7111,,
195,a196cc4e-357f-11eb-b56b-001a7dda7111,,
196,a19768a7-357f-11eb-bccf-001a7dda7111,,
197,a1982bcb-357f-11eb-af52-001a7dda7111,,
198,a1956cb8-357f-11eb-932d-001a7dda7111,,
199,a1951ecc-357f-11eb-bef2-001a7dda7111,,
200,a1960973-357f-11eb-ab24-001a7dda7111,,
201,a1965738-357f-11eb-be9e-001a7dda7111,,
202,a19609b4-357f-11eb-b94f-001a7dda7111,,
203,a19545b0-357f-11eb-a234-001a7dda7111,,
204,a19805c1-357f-11eb-9b43-001a7dda7111,,
205,a196303d-357f-11eb-b8ae-001a7dda7111,,
206,a1963089-357f-11eb-ab3b-001a7dda7111,,
207,a1978ff4-357f-11eb-89b7-001a7dda7111,,
208,a19609cb-357f-11eb-b0b6-001a7dda7111,,
209,a19593df-357f-11eb-86a4-001a7dda7111,,
210,a19593bf-357f-11eb-96fe-001a7dda7111,,
211,a195e272-357f-11eb-9885-001a7dda7111,,
212,a19805bc-357f-11eb-8e95-001a7dda7111,,
213,a1971a87-357f-11eb-aacb-001a7dda7111,,
214,a19545fc-357f-11eb-babc-001a7dda7111,,
215,a196095a-357f-11eb-bf18-001a7dda7111,,
216,a196092c-357f-11eb-b412-001a7dda7111,,
217,a1971ad8-357f-11eb-aa02-001a7dda7111,,
218,a198053e-357f-11eb-8c13-001a7dda7111,,
219,a19741ec-357f-11eb-892d-001a7dda7111,,
220,a1960940-357f-11eb-8fd3-001a7dda7111,,
221,a1982c5b-357f-11eb-a525-001a7dda7111,,
222,a1951eb1-357f-11eb-815d-001a7dda7111,,
223,a1967e59-357f-11eb-8403-001a7dda7111,,
224,a1967e70-357f-11eb-a1fe-001a7dda7111,,
225,a1951eb7-357f-11eb-a05f-001a7dda7111,,
226,a1965769-357f-11eb-979d-001a7dda7111,,
227,a1976896-357f-11eb-b03c-001a7dda7111,,
228,a19805c7-357f-11eb-8525-001a7dda7111,,
229,a1956d06-357f-11eb-856b-001a7dda7111,,
230,a196a5c2-357f-11eb-b534-001a7dda7111,,
231,a196cc6a-357f-11eb-b95b-001a7dda7111,,
232,a1960998-357f-11eb-9566-001a7dda7111,,
233,a19804d1-357f-11eb-9518-001a7dda7111,,
234,a196a53d-357f-11eb-9ee7-001a7dda7111,,
235,a1978fa9-357f-11eb-8008-001a7dda7111,,
236,a1951f10-357f-11eb-87e9-001a7dda7111,,
237,a1980529-357f-11eb-b074-001a7dda7111,,
238,a196a566-357f-11eb-ba94-001a7dda7111,,
239,a195bad3-357f-11eb-9b59-001a7dda7111,,
240,a1963008-357f-11eb-9e5e-001a7dda7111,,
241,a1965736-357f-11eb-a2f3-001a7dda7111,,
242,a1980594-357f-11eb-aa58-001a7dda7111,,
243,a195e259-357f-11eb-ba43-001a7dda7111,,
244,a19609c7-357f-11eb-be55-001a7dda7111,,
245,a197de13-357f-11eb-b6e4-001a7dda7111,,
246,a1978fb7-357f-11eb-85f2-001a7dda7111,,
247,a1967e7e-357f-11eb-a3ab-001a7dda7111,,
248,a1963058-357f-11eb-8b07-001a7dda7111,,
249,a196cc46-357f-11eb-89bd-001a7dda7111,,
250,a195e220-357f-11eb-88fe-001a7dda7111,,
251,a1982c59-357f-11eb-9e4a-001a7dda7111,,
252,a196095b-357f-11eb-8039-001a7dda7111,,
253,a19545ae-357f-11eb-8960-001a7dda7111,,
254,a1960967-357f-11eb-836b-001a7dda7111,,
255,a196091d-357f-11eb-a53f-001a7dda7111,,
256,a1982c9f-357f-11eb-ba06-001a7dda7111,,
257,a1951efa-357f-11eb-bfc3-001a7dda7111,,
258,a198051c-357f-11eb-a7cb-001a7dda7111,,
259,a196f370-357f-11eb-8f4c-001a7dda7111,,
260,a196a575-357f-11eb-a073-001a7dda7111,,
261,a1963028-357f-11eb-8624-001a7dda7111,,
262,a1965728-357f-11eb-88dd-001a7dda7111,,
263,a19804bb-357f-11eb-9859-001a7dda7111,,
264,a197de30-357f-11eb-82e7-001a7dda7111,,
265,a19609bb-357f-11eb-a131-001a7dda7111,,
266,a196cc82-357f-11eb-83a4-001a7dda7111,,
267,a195bb05-357f-11eb-ab71-001a7dda7111,,
268,a1982cb1-357f-11eb-8638-001a7dda7111,,
269,a195bb38-357f-11eb-9fc4-001a7dda7111,,
270,a197b6c8-357f-11eb-8dd8-001a7dda7111,,
271,a196a59b-357f-11eb-a53c-001a7dda7111,,
272,a1967e88-357f-11eb-b1fc-001a7dda7111,,
273,a1956cb2-357f-11eb-9c47-001a7dda7111,,
274,a197dddb-357f-11eb-b654-001a7dda7111,,
275,a19545ed-357f-11eb-9ed0-001a7dda7111,,
276,a196578a-357f-11eb-bcaa-001a7dda7111,,
277,a1978fb6-357f-11eb-b94e-001a7dda7111,,
278,a19852f1-357f-11eb-80b2-001a7dda7111,,
279,a194f795-357f-11eb-b390-001a7dda7111,,
280,a1971ab0-357f-11eb-af1d-001a7dda7111,,
281,a196302b-357f-11eb-9166-001a7dda7111,,
282,a195e233-357f-11eb-9083-001a7dda7111,,
283,a1982ccf-357f-11eb-9475-001a7dda7111,,
284,a1959414-357f-11eb-a366-001a7dda7111,,
285,a194f797-357f-11eb-ab01-001a7dda7111,,
286,a19804c1-357f-11eb-b311-001a7dda7111,,
287,a1951ea1-357f-11eb-9e7b-001a7dda7111,,
288,a19741e1-357f-11eb-91e6-001a7dda7111,,
289,a1982c06-357f-11eb-a2ba-001a7dda7111,,
290,a19593e4-357f-11eb-97a7-001a7dda7111,,
291,a19741e8-357f-11eb-9926-001a7dda7111,,
292,a196f384-357f-11eb-9308-001a7dda7111,,
293,a19768bb-357f-11eb-b0d2-001a7dda7111,,
294,a19741aa-357f-11eb-8e5c-001a7dda7111,,
295,a1978fc3-357f-11eb-877d-001a7dda7111,,
296,a1951f13-357f-11eb-ae4f-001a7dda7111,,
297,a195bb4c-357f-11eb-8ade-001a7dda7111,,
298,a197689f-357f-11eb-8e48-001a7dda7111,,
299,a19593ec-357f-11eb-8adf-001a7dda7111,,
300,a195e256-357f-11eb-87f2-001a7dda7111,,
301,a19593c1-357f-11eb-bb24-001a7dda7111,,
302,a1965756-357f-11eb-b1e0-001a7dda7111,,
303,a195e1f1-357f-11eb-8f80-001a7dda7111,,
304,a1960947-357f-11eb-8838-001a7dda7111,,
305,a196099e-357f-11eb-96dd-001a7dda7111,,
306,a1959428-357f-11eb-86b8-001a7dda7111,,
307,a19741bf-357f-11eb-a086-001a7dda7111,,
308,a196cc57-357f-11eb-bf07-001a7dda7111,,
309,a1971ad6-357f-11eb-af4a-001a7dda7111,,
310,a1951ea2-357f-11eb-ba28-001a7dda7111,,
311,a1960984-357f-11eb-a866-001a7dda7111,,
312,a19657b0-357f-11eb-af77-001a7dda7111,,
313,a196a5c5-357f-11eb-8f00-001a7dda7111,,
314,a1982c68-357f-11eb-8c77-001a7dda7111,,
315,a196573e-357f-11eb-adf2-001a7dda7111,,
316,a1951ef1-357f-11eb-94c7-001a7dda7111,,
317,a1982be9-357f-11eb-9749-001a7dda7111,,
318,a197b6de-357f-11eb-b52b-001a7dda7111,,
319,a1960924-357f-11eb-97c5-001a7dda7111,,
320,a1980523-357f-11eb-93c2-001a7dda7111,,
321,a1965705-357f-11eb-a0e8-001a7dda7111,,
322,a19741c2-357f-11eb-898c-001a7dda7111,,
323,a196307c-357f-11eb-9002-001a7dda7111,,
324,a196a54e-357f-11eb-99e3-001a7dda7111,,
325,a195bb36-357f-11eb-9bc5-001a7dda7111,,
326,a1978fb1-357f-11eb-88f5-001a7dda7111,,
327,a19609ca-357f-11eb-91b1-001a7dda7111,,
328,a197b6ec-357f-11eb-ac1f-001a7dda7111,,
329,a195bb18-357f-11eb-8a27-001a7dda7111,,
330,a195bb0a-357f-11eb-b2b4-001a7dda7111,,
331,a1956cd8-357f-11eb-b547-001a7dda7111,,
332,a1982c08-357f-11eb-8fc3-001a7dda7111,,
333,a19545c6-357f-11eb-8fa3-001a7dda7111,,
334,a1963063-357f-11eb-9d67-001a7dda7111,,
335,a1978faa-357f-11eb-87c5-001a7dda7111,,
336,a19804c6-357f-11eb-8c2c-001a7dda7111,,
337,a1956cf0-357f-11eb-ad40-001a7dda7111,,
