,train,val,test
a197b6ae-357f-11eb-a88b-001a7dda7111,True,False,False
a196a548-357f-11eb-ab49-001a7dda7111,True,False,False
a1978fab-357f-11eb-aaa9-001a7dda7111,True,False,False
a19593e1-357f-11eb-ad0e-001a7dda7111,True,False,False
a1951eb2-357f-11eb-88a6-001a7dda7111,True,False,False
a1956cbc-357f-11eb-bfe1-001a7dda7111,True,False,False
a195e202-357f-11eb-b1aa-001a7dda7111,True,False,False
a196cc4e-357f-11eb-b56b-001a7dda7111,True,False,False
a19768a7-357f-11eb-bccf-001a7dda7111,True,False,False
a1951ef2-357f-11eb-afc3-001a7dda7111,True,False,False
a1982bcb-357f-11eb-af52-001a7dda7111,True,False,False
a19545c5-357f-11eb-9865-001a7dda7111,True,False,False
a196574a-357f-11eb-a0d8-001a7dda7111,True,False,False
a1956cb8-357f-11eb-932d-001a7dda7111,True,False,False
a1951ecc-357f-11eb-bef2-001a7dda7111,True,False,False
a1960973-357f-11eb-ab24-001a7dda7111,True,False,False
a1965738-357f-11eb-be9e-001a7dda7111,True,False,False
a19609b4-357f-11eb-b94f-001a7dda7111,True,False,False
a19545b0-357f-11eb-a234-001a7dda7111,True,False,False
a196303d-357f-11eb-b8ae-001a7dda7111,True,False,False
a1963089-357f-11eb-ab3b-001a7dda7111,True,False,False
a196f3b5-357f-11eb-9b58-001a7dda7111,True,False,False
a19852e0-357f-11eb-8105-001a7dda7111,True,False,False
a1978ff4-357f-11eb-89b7-001a7dda7111,True,False,False
a19609cb-357f-11eb-b0b6-001a7dda7111,True,False,False
a19593df-357f-11eb-86a4-001a7dda7111,True,False,False
a19593bf-357f-11eb-96fe-001a7dda7111,True,False,False
a19805bc-357f-11eb-8e95-001a7dda7111,True,False,False
a1971a87-357f-11eb-aacb-001a7dda7111,True,False,False
a19545fc-357f-11eb-babc-001a7dda7111,True,False,False
a196095a-357f-11eb-bf18-001a7dda7111,True,False,False
a196092c-357f-11eb-b412-001a7dda7111,True,False,False
a198053e-357f-11eb-8c13-001a7dda7111,True,False,False
a19741ec-357f-11eb-892d-001a7dda7111,True,False,False
a1956cf6-357f-11eb-a19e-001a7dda7111,True,False,False
a1982c5b-357f-11eb-a525-001a7dda7111,True,False,False
a195942f-357f-11eb-93a5-001a7dda7111,True,False,False
a1951eb1-357f-11eb-815d-001a7dda7111,True,False,False
a1967e59-357f-11eb-8403-001a7dda7111,True,False,False
a1967e70-357f-11eb-a1fe-001a7dda7111,True,False,False
a1965769-357f-11eb-979d-001a7dda7111,True,False,False
a1976896-357f-11eb-b03c-001a7dda7111,True,False,False
a19805c7-357f-11eb-8525-001a7dda7111,True,False,False
a1956d06-357f-11eb-856b-001a7dda7111,True,False,False
a196a5c2-357f-11eb-b534-001a7dda7111,True,False,False
a19741e2-357f-11eb-b5f8-001a7dda7111,True,False,False
a19593c6-357f-11eb-b657-001a7dda7111,True,False,False
a196f376-357f-11eb-b10a-001a7dda7111,True,False,False
a196cc6a-357f-11eb-b95b-001a7dda7111,True,False,False
a1960998-357f-11eb-9566-001a7dda7111,True,False,False
a19804d1-357f-11eb-9518-001a7dda7111,True,False,False
a196a53d-357f-11eb-9ee7-001a7dda7111,True,False,False
a1978fa9-357f-11eb-8008-001a7dda7111,True,False,False
a1951f10-357f-11eb-87e9-001a7dda7111,True,False,False
a19593d0-357f-11eb-9fea-001a7dda7111,True,False,False
a1980529-357f-11eb-b074-001a7dda7111,True,False,False
a196a566-357f-11eb-ba94-001a7dda7111,True,False,False
a195bad3-357f-11eb-9b59-001a7dda7111,True,False,False
a1963008-357f-11eb-9e5e-001a7dda7111,True,False,False
a1980594-357f-11eb-aa58-001a7dda7111,True,False,False
a19609c7-357f-11eb-be55-001a7dda7111,True,False,False
a197de13-357f-11eb-b6e4-001a7dda7111,True,False,False
a1978fb7-357f-11eb-85f2-001a7dda7111,True,False,False
a19804f2-357f-11eb-a9c3-001a7dda7111,True,False,False
a1971ab9-357f-11eb-bdda-001a7dda7111,True,False,False
a1963058-357f-11eb-8b07-001a7dda7111,True,False,False
a196cc46-357f-11eb-89bd-001a7dda7111,True,False,False
a195e220-357f-11eb-88fe-001a7dda7111,True,False,False
a1982c59-357f-11eb-9e4a-001a7dda7111,True,False,False
a196095b-357f-11eb-8039-001a7dda7111,True,False,False
a1951ee4-357f-11eb-9d0b-001a7dda7111,True,False,False
a1960967-357f-11eb-836b-001a7dda7111,True,False,False
a1951efa-357f-11eb-bfc3-001a7dda7111,True,False,False
a198051c-357f-11eb-a7cb-001a7dda7111,True,False,False
a196f370-357f-11eb-8f4c-001a7dda7111,True,False,False
a196a575-357f-11eb-a073-001a7dda7111,True,False,False
a198056a-357f-11eb-a925-001a7dda7111,True,False,False
a1963028-357f-11eb-8624-001a7dda7111,True,False,False
a1965728-357f-11eb-88dd-001a7dda7111,True,False,False
a197de30-357f-11eb-82e7-001a7dda7111,True,False,False
a19609bb-357f-11eb-a131-001a7dda7111,True,False,False
a195bb05-357f-11eb-ab71-001a7dda7111,True,False,False
a1982cb1-357f-11eb-8638-001a7dda7111,True,False,False
a195bb38-357f-11eb-9fc4-001a7dda7111,True,False,False
a197b6c8-357f-11eb-8dd8-001a7dda7111,True,False,False
a196a59b-357f-11eb-a53c-001a7dda7111,True,False,False
a1967e88-357f-11eb-b1fc-001a7dda7111,True,False,False
a1956cb2-357f-11eb-9c47-001a7dda7111,True,False,False
a197dddb-357f-11eb-b654-001a7dda7111,True,False,False
a19545ed-357f-11eb-9ed0-001a7dda7111,True,False,False
a196578a-357f-11eb-bcaa-001a7dda7111,True,False,False
a1978fb6-357f-11eb-b94e-001a7dda7111,True,False,False
a19852f1-357f-11eb-80b2-001a7dda7111,True,False,False
a1971ab0-357f-11eb-af1d-001a7dda7111,True,False,False
a196302b-357f-11eb-9166-001a7dda7111,True,False,False
a195e233-357f-11eb-9083-001a7dda7111,True,False,False
a1982ccf-357f-11eb-9475-001a7dda7111,True,False,False
a194f797-357f-11eb-ab01-001a7dda7111,True,False,False
a19804c1-357f-11eb-b311-001a7dda7111,True,False,False
a1951ea1-357f-11eb-9e7b-001a7dda7111,True,False,False
a19741e1-357f-11eb-91e6-001a7dda7111,True,False,False
a1982c06-357f-11eb-a2ba-001a7dda7111,True,False,False
a19593e4-357f-11eb-97a7-001a7dda7111,True,False,False
a19741e8-357f-11eb-9926-001a7dda7111,True,False,False
a196f384-357f-11eb-9308-001a7dda7111,True,False,False
a19768bb-357f-11eb-b0d2-001a7dda7111,True,False,False
a19741aa-357f-11eb-8e5c-001a7dda7111,True,False,False
a1978fc3-357f-11eb-877d-001a7dda7111,True,False,False
a195e256-357f-11eb-87f2-001a7dda7111,True,False,False
a19593c1-357f-11eb-bb24-001a7dda7111,True,False,False
a1965756-357f-11eb-b1e0-001a7dda7111,True,False,False
a19768b4-357f-11eb-84d7-001a7dda7111,True,False,False
a195e1f1-357f-11eb-8f80-001a7dda7111,True,False,False
a19657c7-357f-11eb-8073-001a7dda7111,True,False,False
a1960947-357f-11eb-8838-001a7dda7111,True,False,False
a196099e-357f-11eb-96dd-001a7dda7111,True,False,False
a1967e5a-357f-11eb-95d9-001a7dda7111,True,False,False
a19741bf-357f-11eb-a086-001a7dda7111,True,False,False
a1971ad6-357f-11eb-af4a-001a7dda7111,True,False,False
a1951ea2-357f-11eb-ba28-001a7dda7111,True,False,False
a1960984-357f-11eb-a866-001a7dda7111,True,False,False
a19657b0-357f-11eb-af77-001a7dda7111,True,False,False
a1982c68-357f-11eb-8c77-001a7dda7111,True,False,False
a196573e-357f-11eb-adf2-001a7dda7111,True,False,False
a1951ef1-357f-11eb-94c7-001a7dda7111,True,False,False
a1982be9-357f-11eb-9749-001a7dda7111,True,False,False
a197b6de-357f-11eb-b52b-001a7dda7111,True,False,False
a1960924-357f-11eb-97c5-001a7dda7111,True,False,False
a1980523-357f-11eb-93c2-001a7dda7111,True,False,False
a19741c2-357f-11eb-898c-001a7dda7111,True,False,False
a196f3d1-357f-11eb-bc78-001a7dda7111,True,False,False
a196307c-357f-11eb-9002-001a7dda7111,True,False,False
a196a54e-357f-11eb-99e3-001a7dda7111,True,False,False
a196cc52-357f-11eb-937c-001a7dda7111,True,False,False
a195bb36-357f-11eb-9bc5-001a7dda7111,True,False,False
a1963013-357f-11eb-8c98-001a7dda7111,True,False,False
a1978fb1-357f-11eb-88f5-001a7dda7111,True,False,False
a1965771-357f-11eb-821a-001a7dda7111,True,False,False
a19609ca-357f-11eb-91b1-001a7dda7111,True,False,False
a197b6ec-357f-11eb-ac1f-001a7dda7111,True,False,False
a195bb18-357f-11eb-8a27-001a7dda7111,True,False,False
a195bb0a-357f-11eb-b2b4-001a7dda7111,True,False,False
a1956cd8-357f-11eb-b547-001a7dda7111,True,False,False
a1982c08-357f-11eb-8fc3-001a7dda7111,True,False,False
a19545c6-357f-11eb-8fa3-001a7dda7111,True,False,False
a1963063-357f-11eb-9d67-001a7dda7111,True,False,False
a1978faa-357f-11eb-87c5-001a7dda7111,True,False,False
a19804c6-357f-11eb-8c2c-001a7dda7111,True,False,False
a1956cf0-357f-11eb-ad40-001a7dda7111,True,False,False
a1963071-357f-11eb-a209-001a7dda7111,True,False,False
a195e276-357f-11eb-afa4-001a7dda7111,True,False,False
a195e214-357f-11eb-b09c-001a7dda7111,True,False,False
a196f3ca-357f-11eb-bcc1-001a7dda7111,True,False,False
a1965781-357f-11eb-8a50-001a7dda7111,True,False,False
a197de17-357f-11eb-9d58-001a7dda7111,True,False,False
a1982c58-357f-11eb-a902-001a7dda7111,True,False,False
a195bb51-357f-11eb-9b14-001a7dda7111,True,False,False
a196099f-357f-11eb-b66d-001a7dda7111,True,False,False
a1951ebf-357f-11eb-bccd-001a7dda7111,True,False,False
a197b70c-357f-11eb-bd0b-001a7dda7111,True,False,False
a195baf8-357f-11eb-a6b5-001a7dda7111,True,False,False
a1960948-357f-11eb-bf70-001a7dda7111,True,False,False
a196579a-357f-11eb-8fad-001a7dda7111,True,False,False
a197b6e5-357f-11eb-af61-001a7dda7111,True,False,False
a1982c3d-357f-11eb-a1a2-001a7dda7111,True,False,False
a1971a9d-357f-11eb-8a1b-001a7dda7111,True,False,False
a19609be-357f-11eb-9409-001a7dda7111,True,False,False
a196302e-357f-11eb-8d1e-001a7dda7111,True,False,False
a1978f93-357f-11eb-a0fe-001a7dda7111,True,False,False
a195e207-357f-11eb-8fb6-001a7dda7111,True,False,False
a196307f-357f-11eb-b607-001a7dda7111,True,False,False
a19741b8-357f-11eb-8459-001a7dda7111,True,False,False
a195e209-357f-11eb-a95d-001a7dda7111,True,False,False
a19545b1-357f-11eb-a00c-001a7dda7111,True,False,False
a1956cb9-357f-11eb-9c2a-001a7dda7111,True,False,False
a195bad9-357f-11eb-8923-001a7dda7111,True,False,False
a196a5af-357f-11eb-a183-001a7dda7111,True,False,False
a198051d-357f-11eb-966f-001a7dda7111,True,False,False
a1980586-357f-11eb-b1a4-001a7dda7111,True,False,False
a19768a0-357f-11eb-b12f-001a7dda7111,True,False,False
a196a553-357f-11eb-8dbf-001a7dda7111,True,False,False
a1982c33-357f-11eb-b746-001a7dda7111,True,False,False
a196f3c5-357f-11eb-a3f1-001a7dda7111,True,False,False
a1978ff9-357f-11eb-b368-001a7dda7111,True,False,False
a196a541-357f-11eb-92ea-001a7dda7111,True,False,False
a197b6b0-357f-11eb-acf5-001a7dda7111,True,False,False
a1956d15-357f-11eb-af96-001a7dda7111,True,False,False
a19545b8-357f-11eb-ae95-001a7dda7111,True,False,False
a1976890-357f-11eb-a42d-001a7dda7111,True,False,False
a19545ea-357f-11eb-9dc0-001a7dda7111,True,False,False
a195bae9-357f-11eb-b01c-001a7dda7111,True,False,False
a19852dd-357f-11eb-b03d-001a7dda7111,True,False,False
a1960904-357f-11eb-a35d-001a7dda7111,True,False,False
a1980550-357f-11eb-ad65-001a7dda7111,True,False,False
a19768b7-357f-11eb-9fbf-001a7dda7111,True,False,False
a1978fdb-357f-11eb-8d75-001a7dda7111,True,False,False
a1960972-357f-11eb-bdf6-001a7dda7111,True,False,False
a19768c7-357f-11eb-a936-001a7dda7111,True,False,False
a196092d-357f-11eb-974f-001a7dda7111,True,False,False
a197b6ee-357f-11eb-9b38-001a7dda7111,True,False,False
a1982cb7-357f-11eb-9973-001a7dda7111,True,False,False
a198050e-357f-11eb-af44-001a7dda7111,True,False,False
a1978f95-357f-11eb-a282-001a7dda7111,True,False,False
a1951ec6-357f-11eb-8633-001a7dda7111,True,False,False
a1954602-357f-11eb-a469-001a7dda7111,True,False,False
a1965766-357f-11eb-92da-001a7dda7111,True,False,False
a1965743-357f-11eb-be52-001a7dda7111,True,False,False
a19741fb-357f-11eb-90a2-001a7dda7111,True,False,False
a1963064-357f-11eb-bc18-001a7dda7111,True,False,False
a1963020-357f-11eb-b911-001a7dda7111,True,False,False
a1978fac-357f-11eb-a084-001a7dda7111,True,False,False
a1982c7c-357f-11eb-abcd-001a7dda7111,True,False,False
a19545c3-357f-11eb-add5-001a7dda7111,True,False,False
a1965733-357f-11eb-8d99-001a7dda7111,True,False,False
a19593d8-357f-11eb-b8b7-001a7dda7111,True,False,False
a1960927-357f-11eb-ba11-001a7dda7111,True,False,False
a1971ad0-357f-11eb-93cb-001a7dda7111,True,False,False
a196097a-357f-11eb-b2ed-001a7dda7111,True,False,False
a1971aab-357f-11eb-9a6e-001a7dda7111,True,False,False
a19768b0-357f-11eb-923c-001a7dda7111,True,False,False
a1967e91-357f-11eb-baaa-001a7dda7111,True,False,False
a19608fe-357f-11eb-ab16-001a7dda7111,True,False,False
a19741af-357f-11eb-b7ce-001a7dda7111,True,False,False
a195bb12-357f-11eb-b112-001a7dda7111,True,False,False
a198054d-357f-11eb-889f-001a7dda7111,True,False,False
a1971ac7-357f-11eb-801b-001a7dda7111,True,False,False
a1963046-357f-11eb-aff6-001a7dda7111,True,False,False
a1956cf5-357f-11eb-a5f6-001a7dda7111,True,False,False
a196cc9a-357f-11eb-ad98-001a7dda7111,True,False,False
a1960959-357f-11eb-a0f1-001a7dda7111,True,False,False
a196305e-357f-11eb-9b1d-001a7dda7111,True,False,False
a197ddee-357f-11eb-b60a-001a7dda7111,True,False,False
a1965760-357f-11eb-932f-001a7dda7111,True,False,False
a195bacf-357f-11eb-ae3d-001a7dda7111,True,False,False
a196a55e-357f-11eb-8adc-001a7dda7111,True,False,False
a1982cc4-357f-11eb-9510-001a7dda7111,True,False,False
a1980515-357f-11eb-937d-001a7dda7111,True,False,False
a196091c-357f-11eb-9e7d-001a7dda7111,True,False,False
a1960916-357f-11eb-a1ad-001a7dda7111,True,False,False
a196cc99-357f-11eb-9b37-001a7dda7111,True,False,False
a1956cc4-357f-11eb-ac83-001a7dda7111,True,False,False
a1951e91-357f-11eb-b9dd-001a7dda7111,True,False,False
a1978fd3-357f-11eb-9f2d-001a7dda7111,True,False,False
a195e1f0-357f-11eb-bff5-001a7dda7111,True,False,False
a1951efd-357f-11eb-ac28-001a7dda7111,True,False,False
a197ddac-357f-11eb-9237-001a7dda7111,True,False,False
a1951f03-357f-11eb-bdcc-001a7dda7111,True,False,False
a1982c50-357f-11eb-900d-001a7dda7111,True,False,False
a1960949-357f-11eb-8e9f-001a7dda7111,True,False,False
a194f782-357f-11eb-b41e-001a7dda7111,True,False,False
a195e234-357f-11eb-971f-001a7dda7111,True,False,False
a1963044-357f-11eb-b15e-001a7dda7111,True,False,False
a1978f87-357f-11eb-a068-001a7dda7111,True,False,False
a196f39a-357f-11eb-adb3-001a7dda7111,True,False,False
a1956cd0-357f-11eb-9894-001a7dda7111,True,False,False
a1982bf7-357f-11eb-ad6c-001a7dda7111,True,False,False
a196a537-357f-11eb-8f70-001a7dda7111,True,False,False
